Пробег,Марка,Объем двигателя,Год создания,Тип двигателя,Цена,Лошадиные силы,Расход,Кол-во мест,Трансмиссия
239 000,Шевроле, 3.2,2007,бензин,1 065 000,230,11.5,5,АКПП
,---,,0,-,No price,---,0,- мест,-----
228 300,Форд, 1.6,2008,бензин,564 990,125,7.4,5,МКПП
278 662,Вольво, 2.4,70,дизель,1 634 000,163,0,- мест,-----
218 650,Тойота, 1.3,2006,бензин,555 000,87,0,- мест,-----
390 000,Ауди, 2.8,8,бензин,530 000,174,8.9,5,МКПП
153 936,Фольксваген, 2.0,2012,бензин,1 370 000,170,0,- мест,-----
107,Хонда, 1.5,2010,бензин,1 199 999,118,0,- мест,-----
40 000,Лада, 1.6,2107,бензин,60 000,74,8.5,5,МКПП
16 645,Чери, 1.5,8,бензин,3 200 000,147,1.3,7,Редуктор
,---,,0,-,No price,---,0,- мест,-----
232 000,БМВ, 2.0,3,дизель,2 120 000,184,4.3,5,АКПП
148 350,LADA, 1.6,2010,бензин,360 000,98,0,- мест,-----
80 851,Хендай, 2.0,2019,бензин,1 610 000,150,0,- мест,-----
,---,,0,-,No price,---,0,- мест,-----
56,Ли, гибр,6,1.5 л,6 350 000,408,0,- мест,-----
154 000,Киа, 1.6,2013,бензин,1 210 000,129,6.8,5,АКПП
107,Тойота, 2.0,2024,бензин,4 520 000,173,0,- мест,-----
470 000,БМВ, 2.9,5,дизель,870 000,184,0,- мест,-----
109 100,Шкода, 1.5,2019,бензин,2 049 000,130,0,- мест,-----
1 100,Форд, 2.3,2024,дизель,6 800 000,183,0,- мест,-----
